record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user,start_year,start_month,start_day,start_quarter,end_year,end_month,end_day,end_quarter
REC008128,CUST003128,SUB008128,Growth,Standard,2023-10-15,2023-11-14,Quarterly,299,15,45.75,299.9,Paid,PayPal,Yes,4,Active,F0072,Billing,SSO,AI,Unknown,2024-03-07,228,14,627,89.6,91.2,Power User,100,Failed,0,Tablet,Singapore,TKT008128,Unknown,138,Unknown,Feature Request,Low,Resolved,45,No,Billing,5.0,Chat,v2.2,Beta,Low,No,Yes,2023,10,15,4,2023,11,14,4
REC008129,CUST003129,SUB008129,Growth,Standard,2023-06-22,2023-09-20,Monthly,299,0,53.82,352.82,Paid,PayPal,Yes,1,Active,F0208,Security,Dashboard,Core,Unknown,2023-11-12,215,16,582,582.0,86.0,Power User,100,Success,2,Desktop,Singapore,TKT008129,Unknown,145,Unknown,Billing,Low,Closed,46,Yes,Billing,4.3,Chat,v2.2,Stable,Low,No,No,2023,6,22,2,2023,9,20,3
REC008130,CUST003130,SUB008130,Growth,Standard,2023-01-10,2024-01-10,Monthly,299,5,51.13,335.18,Paid,UPI,No,7,Active,F0171,Automation,Reports,AI,Unknown,2023-05-05,148,17,449,56.1,59.2,Power User,74,Failed,1,Desktop,UK,TKT008130,Unknown,83,Unknown,Billing,Medium,Closed,54,No,Engineering,4.8,Email,v2.0,LTS,Low,No,No,2023,1,10,1,2024,1,10,1
REC008131,CUST003131,SUB008131,Growth,Standard,2023-10-15,2024-10-14,Annual,299,20,43.06,282.26,Paid,Card,No,4,Active,F0002,Security,Invoice,Premium,Unknown,2024-02-26,216,16,625,208.3,86.4,Power User,98,Success,3,Mobile,India,TKT008131,Unknown,26,Unknown,Feature Request,High,Pending,38,Yes,Support,4.5,Email,v3.0,LTS,Low,Yes,No,2023,10,15,4,2024,10,14,4
REC008132,CUST003132,SUB008132,Growth,Standard,2023-11-10,2024-11-09,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,2,Active,F0017,Integrations,Forecasting,Premium,Unknown,2024-01-04,31,13,112,28.0,12.4,New,20,Success,5,Desktop,Singapore,TKT008132,Unknown,77,Unknown,Feature Request,Critical,Resolved,77,No,Customer Success,3.6,Email,v2.2,LTS,Medium,Yes,Yes,2023,11,10,4,2024,11,9,4
REC008133,CUST003133,SUB008133,Growth,Standard,2023-11-15,2024-11-14,Monthly,299,10,48.44,317.54,Paid,UPI,Yes,3,Active,F0062,AI Assistant,Invoice,AI,Unknown,2024-04-23,22,10,73,12.2,8.8,New,15,Failed,6,Desktop,UK,TKT008133,Unknown,127,Unknown,Billing,High,Resolved,13,Yes,Support,2.8,Portal,v2.1,Stable,High,No,Yes,2023,11,15,4,2024,11,14,4
REC008134,CUST003134,SUB008134,Growth,Standard,2023-08-20,2023-11-18,Annual,299,5,51.13,335.18,Paid,Card,No,8,Active,F0031,Analytics,Invoice,AI,Unknown,2024-01-18,181,11,506,126.5,72.4,Power User,100,Success,4,Tablet,USA,TKT008134,Unknown,87,Unknown,Billing,Critical,Open,49,No,Billing,4.3,Portal,v3.0,Stable,Low,No,No,2023,8,20,3,2023,11,18,4
REC008135,CUST003135,SUB008135,Growth,Standard,2024-02-18,2024-05-18,Annual,299,5,51.13,335.18,Paid,UPI,Yes,0,Active,F0058,AI Assistant,Reports,Core,Unknown,2024-04-04,161,13,435,72.5,64.4,Power User,90,Success,3,Desktop,Germany,TKT008135,Unknown,79,Unknown,Technical,Low,Resolved,95,No,Billing,4.3,Chat,v2.1,Stable,Low,Yes,No,2024,2,18,1,2024,5,18,2
REC008136,CUST003136,SUB008136,Growth,Standard,2024-02-17,2025-02-16,Quarterly,299,15,45.75,299.9,Paid,PayPal,No,8,Active,F0009,CRM,Forecasting,AI,Unknown,2024-06-15,237,21,658,329.0,94.8,Power User,100,Success,2,Mobile,India,TKT008136,Unknown,31,Unknown,Billing,Critical,Closed,40,Yes,Engineering,4.0,Portal,v3.0,Beta,Low,No,No,2024,2,17,1,2025,2,16,1
REC008137,CUST003137,SUB008137,Growth,Standard,2023-01-01,2023-01-31,Annual,299,15,45.75,299.9,Paid,UPI,No,6,Active,F0155,Integrations,Reports,Core,Unknown,2023-06-09,73,20,201,201.0,29.2,Adopted,43,Success,3,Mobile,UK,TKT008137,Unknown,35,Unknown,Login,Low,Open,69,Yes,Support,3.9,Email,v2.0,Beta,Medium,Yes,No,2023,1,1,1,2023,1,31,1
REC008138,CUST003138,SUB008138,Growth,Standard,2023-03-06,2023-06-04,Monthly,299,0,53.82,352.82,Paid,UPI,No,7,Active,F0069,Integrations,Copilot,Premium,Unknown,2023-07-05,177,13,477,59.6,70.8,Power User,100,Failed,0,Mobile,USA,TKT008138,Unknown,35,Unknown,Technical,Medium,Pending,19,Yes,Support,5.0,Phone,v2.1,Beta,Low,No,Yes,2023,3,6,1,2023,6,4,2
REC008139,CUST003139,SUB008139,Growth,Standard,2023-07-15,2023-08-14,Quarterly,299,5,51.13,335.18,Paid,PayPal,Yes,2,Active,F0060,Integrations,Copilot,Core,Unknown,2023-12-09,209,20,583,83.3,83.6,Power User,100,Failed,0,Mobile,India,TKT008139,Unknown,30,Unknown,Feature Request,Medium,Pending,8,No,Support,4.9,Phone,v3.0,Stable,Low,No,Yes,2023,7,15,3,2023,8,14,3
REC008140,CUST003140,SUB008140,Growth,Standard,2023-03-02,2023-05-31,Monthly,299,20,43.06,282.26,Paid,PayPal,No,8,Active,F0008,Reporting,SSO,Core,Unknown,2023-03-10,96,13,292,58.4,38.4,Adopted,60,Failed,8,Mobile,Singapore,TKT008140,Unknown,10,Unknown,Billing,Critical,Pending,4,No,Engineering,2.2,Phone,v2.2,Beta,High,Yes,No,2023,3,2,1,2023,5,31,2
REC008141,CUST003141,SUB008141,Growth,Standard,2023-04-12,2023-07-11,Quarterly,299,5,51.13,335.18,Paid,PayPal,No,5,Active,F0179,CRM,SSO,AI,Unknown,2023-07-15,27,10,112,16.0,10.8,New,15,Success,0,Mobile,USA,TKT008141,Unknown,69,Unknown,Billing,Low,Resolved,16,Yes,Engineering,4.6,Email,v3.0,LTS,Low,No,Yes,2023,4,12,2,2023,7,11,3
REC008142,CUST003142,SUB008142,Growth,Standard,2023-04-03,2024-04-02,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,2,Active,F0115,Analytics,SSO,Premium,Unknown,2023-05-03,42,19,160,32.0,16.8,Adopted,19,Failed,3,Desktop,Singapore,TKT008142,Unknown,22,Unknown,Login,Critical,Resolved,49,No,Billing,4.4,Portal,v2.1,Beta,Low,Yes,Yes,2023,4,3,2,2024,4,2,2
REC008143,CUST003143,SUB008143,Growth,Standard,2023-08-24,2023-09-23,Annual,299,10,48.44,317.54,Paid,Bank Transfer,No,1,Active,F0093,Reporting,SSO,Premium,Unknown,2024-02-02,15,9,54,54.0,6.0,New,34,Failed,3,Desktop,India,TKT008143,Unknown,66,Unknown,Feature Request,Medium,Resolved,44,No,Support,4.5,Chat,v2.2,Beta,Low,No,No,2023,8,24,3,2023,9,23,3
REC008144,CUST003144,SUB008144,Growth,Standard,2023-09-16,2023-12-15,Annual,299,20,43.06,282.26,Paid,PayPal,No,8,Active,F0042,Security,Dashboard,Premium,Unknown,2024-02-23,86,9,237,47.4,34.4,Adopted,58,Failed,6,Desktop,Germany,TKT008144,Unknown,27,Unknown,Billing,Low,Open,61,No,Engineering,3.2,Portal,v2.1,Beta,Medium,No,No,2023,9,16,3,2023,12,15,4
REC008145,CUST003145,SUB008145,Growth,Standard,2023-10-22,2024-10-21,Quarterly,299,0,53.82,352.82,Paid,UPI,No,1,Active,F0105,Analytics,SSO,Premium,Unknown,2023-11-30,246,26,656,131.2,98.4,Power User,100,Success,1,Mobile,UK,TKT008145,Unknown,148,Unknown,Billing,Low,Pending,14,Yes,Support,5.0,Portal,v2.0,Beta,Low,Yes,Yes,2023,10,22,4,2024,10,21,4
REC008146,CUST003146,SUB008146,Growth,Standard,2023-08-22,2024-08-21,Monthly,299,15,45.75,299.9,Pending,Bank Transfer,No,5,Active,F0060,AI Assistant,SSO,Premium,Unknown,2023-12-26,97,22,256,36.6,38.8,Adopted,80,Success,3,Desktop,India,TKT008146,Unknown,18,Unknown,Login,High,Resolved,33,No,Engineering,4.0,Email,v2.0,Stable,Low,Yes,No,2023,8,22,3,2024,8,21,3
REC008147,CUST003147,SUB008147,Growth,Standard,2023-01-05,2024-01-05,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,4,Active,F0082,CRM,Invoice,Premium,Unknown,2023-02-05,208,12,567,70.9,83.2,Power User,87,Failed,3,Desktop,Singapore,TKT008147,Unknown,5,Unknown,Billing,Critical,Open,71,Yes,Support,3.7,Phone,v2.1,Beta,Medium,No,No,2023,1,5,1,2024,1,5,1
REC008148,CUST003148,SUB008148,Growth,Standard,2023-08-18,2023-09-17,Monthly,299,20,43.06,282.26,Paid,PayPal,Yes,2,Active,F0071,Reporting,API,Core,Unknown,2023-09-04,27,26,83,27.7,10.8,New,15,Failed,4,Desktop,UK,TKT008148,Unknown,139,Unknown,Technical,Critical,Open,29,Yes,Customer Success,3.9,Portal,v2.0,LTS,Medium,No,No,2023,8,18,3,2023,9,17,3
REC008149,CUST003149,SUB008149,Growth,Standard,2024-04-21,2024-07-20,Monthly,299,5,51.13,335.18,Paid,PayPal,No,4,Active,F0195,Reporting,Reports,Core,Unknown,2024-08-31,81,15,232,58.0,32.4,Adopted,56,Success,3,Mobile,Singapore,TKT008149,Unknown,91,Unknown,Feature Request,High,Pending,75,Yes,Billing,4.2,Portal,v2.0,Beta,Low,No,No,2024,4,21,2,2024,7,20,3
REC008150,CUST003150,SUB008150,Growth,Standard,2024-02-06,2025-02-05,Quarterly,299,10,48.44,317.54,Paid,PayPal,No,0,Active,F0237,Reporting,SSO,AI,Unknown,2024-04-28,75,22,259,259.0,30.0,Adopted,49,Failed,5,Tablet,UK,TKT008150,Unknown,19,Unknown,Login,High,Pending,58,No,Support,3.4,Chat,v2.0,Beta,Medium,No,Yes,2024,2,6,1,2025,2,5,1
REC008151,CUST003151,SUB008151,Business,Premium,2023-09-02,2023-12-01,Quarterly,799,5,136.63,895.68,Paid,PayPal,Yes,3,Active,F0192,CRM,Forecasting,Premium,Unknown,2024-02-16,106,17,275,39.3,42.4,Adopted,35,Success,1,Mobile,India,TKT008151,Unknown,168,Unknown,Login,Medium,Closed,57,Yes,Billing,4.2,Email,v2.1,Stable,Low,Yes,No,2023,9,2,3,2023,12,1,4
REC008152,CUST003152,SUB008152,Business,Premium,2023-10-12,2024-10-11,Annual,799,15,122.25,801.4,Pending,Card,Yes,3,Active,F0204,Analytics,Forecasting,Core,Unknown,2023-11-22,230,18,679,113.2,92.0,Power User,100,Failed,0,Desktop,UK,TKT008152,Unknown,94,Unknown,Integration,Low,Resolved,27,Yes,Billing,5.0,Email,v3.0,Beta,Low,Yes,No,2023,10,12,4,2024,10,11,4
REC008153,CUST003153,SUB008153,Business,Premium,2023-06-19,2023-09-17,Monthly,799,5,136.63,895.68,Paid,Bank Transfer,No,1,Active,F0147,CRM,Dashboard,Core,Unknown,2023-09-12,63,21,191,95.5,25.2,Adopted,52,Failed,3,Desktop,Germany,TKT008153,Unknown,104,Unknown,Billing,Critical,Closed,22,Yes,Support,4.0,Portal,v2.2,Stable,Low,Yes,No,2023,6,19,2,2023,9,17,3
REC008154,CUST003154,SUB008154,Business,Premium,2024-02-15,2024-03-16,Monthly,799,0,143.82,942.82,Paid,Bank Transfer,No,6,Active,F0056,Security,Copilot,AI,Unknown,2024-08-08,46,20,121,121.0,18.4,Adopted,28,Failed,2,Tablet,Singapore,TKT008154,Unknown,103,Unknown,Login,Low,Open,56,No,Customer Success,4.2,Email,v3.0,Beta,Low,No,Yes,2024,2,15,1,2024,3,16,1
REC008155,CUST003155,SUB008155,Business,Premium,2024-04-04,2024-05-04,Annual,799,5,136.63,895.68,Paid,PayPal,Yes,2,Active,F0100,Integrations,Forecasting,AI,Unknown,2024-07-22,152,11,432,72.0,60.8,Power User,71,Success,5,Mobile,USA,TKT008155,Unknown,33,Unknown,Feature Request,Low,Resolved,69,No,Support,3.5,Email,v2.2,Stable,Medium,No,No,2024,4,4,2,2024,5,4,2
REC008156,CUST003156,SUB008156,Business,Premium,2023-04-22,2023-05-22,Monthly,799,0,143.82,942.82,Paid,PayPal,No,2,Active,F0136,Integrations,Workflow,Core,Unknown,2023-07-27,97,15,264,37.7,38.8,Adopted,38,Success,4,Desktop,USA,TKT008156,Unknown,163,Unknown,Billing,Medium,Closed,59,No,Customer Success,3.5,Phone,v2.0,Stable,Medium,Yes,Yes,2023,4,22,2,2023,5,22,2
REC008157,CUST003157,SUB008157,Business,Premium,2023-10-06,2023-11-05,Quarterly,799,0,143.82,942.82,Pending,Bank Transfer,No,4,Active,F0231,Automation,Reports,AI,Unknown,2023-12-14,241,21,695,86.9,96.4,Power User,100,Success,4,Desktop,UK,TKT008157,Unknown,159,Unknown,Technical,Low,Closed,30,Yes,Billing,3.4,Email,v2.2,Beta,Medium,Yes,No,2023,10,6,4,2023,11,5,4
REC008158,CUST003158,SUB008158,Business,Premium,2023-07-07,2024-07-06,Quarterly,799,0,143.82,942.82,Paid,Card,Yes,6,Active,F0163,Automation,API,Core,Unknown,2023-08-23,250,10,695,99.3,100.0,Power User,100,Failed,0,Desktop,Germany,TKT008158,Unknown,46,Unknown,Billing,Critical,Open,60,Yes,Customer Success,5.0,Chat,v2.2,LTS,Low,Yes,No,2023,7,7,3,2024,7,6,3
REC008159,CUST003159,SUB008159,Business,Premium,2024-02-28,2024-05-28,Quarterly,799,5,136.63,895.68,Paid,Card,Yes,8,Active,F0235,Integrations,Copilot,Premium,Unknown,2024-03-20,218,24,622,207.3,87.2,Power User,100,Success,0,Tablet,Germany,TKT008159,Unknown,159,Unknown,Login,Critical,Open,50,Yes,Engineering,5.0,Email,v2.2,LTS,Low,Yes,Yes,2024,2,28,1,2024,5,28,2
REC008160,CUST003160,SUB008160,Business,Premium,2023-04-30,2023-05-30,Annual,799,15,122.25,801.4,Paid,Card,No,8,Active,F0068,Reporting,Dashboard,Premium,Unknown,2023-05-26,47,7,157,52.3,18.8,Adopted,24,Failed,4,Tablet,Singapore,TKT008160,Unknown,78,Unknown,Technical,Low,Closed,89,Yes,Billing,4.3,Email,v3.0,LTS,Low,Yes,No,2023,4,30,2,2023,5,30,2
REC008161,CUST003161,SUB008161,Business,Premium,2024-03-02,2025-03-02,Quarterly,799,15,122.25,801.4,Paid,PayPal,No,3,Active,F0115,AI Assistant,API,Premium,Unknown,2024-06-25,42,17,106,17.7,16.8,Adopted,17,Failed,5,Mobile,Singapore,TKT008161,Unknown,116,Unknown,Billing,High,Closed,82,Yes,Support,3.1,Email,v2.2,Beta,Medium,No,No,2024,3,2,1,2025,3,2,1
REC008162,CUST003162,SUB008162,Business,Premium,2024-01-20,2025-01-19,Annual,799,15,122.25,801.4,Paid,Card,No,4,Active,F0207,CRM,API,Premium,Unknown,2024-04-14,134,10,374,124.7,53.6,Power User,63,Success,3,Mobile,Germany,TKT008162,Unknown,48,Unknown,Integration,High,Pending,51,Yes,Engineering,4.3,Chat,v2.2,LTS,Low,No,Yes,2024,1,20,1,2025,1,19,1
REC008163,CUST003163,SUB008163,Business,Premium,2024-02-29,2024-03-30,Annual,799,5,136.63,895.68,Paid,UPI,Yes,5,Active,F0064,Analytics,Forecasting,AI,Unknown,2024-08-18,249,15,707,707.0,99.6,Power User,97,Failed,1,Mobile,India,TKT008163,Unknown,119,Unknown,Login,Low,Resolved,22,Yes,Billing,4.8,Portal,v2.0,Stable,Low,Yes,Yes,2024,2,29,1,2024,3,30,1
REC008164,CUST003164,SUB008164,Business,Premium,2024-02-16,2024-05-16,Annual,799,15,122.25,801.4,Paid,UPI,Yes,3,Active,F0094,CRM,Invoice,AI,Unknown,2024-08-11,141,24,400,66.7,56.4,Power User,72,Failed,1,Mobile,UK,TKT008164,Unknown,135,Unknown,Login,Medium,Open,88,No,Engineering,4.5,Email,v2.2,LTS,Low,No,No,2024,2,16,1,2024,5,16,2
REC008165,CUST003165,SUB008165,Business,Premium,2024-04-25,2025-04-25,Annual,799,15,122.25,801.4,Paid,PayPal,Yes,5,Active,F0176,Reporting,Copilot,Premium,Unknown,2024-10-24,148,17,434,434.0,59.2,Power User,82,Success,2,Tablet,USA,TKT008165,Unknown,57,Unknown,Billing,Low,Closed,44,No,Engineering,4.0,Phone,v2.0,Beta,Low,No,No,2024,4,25,2,2025,4,25,2
REC008166,CUST003166,SUB008166,Business,Premium,2024-02-05,2024-05-05,Annual,799,10,129.44,848.54,Paid,Card,No,2,Active,F0031,Integrations,API,Premium,Unknown,2024-05-24,6,17,12,5.0,2.4,New,15,Failed,3,Desktop,UK,TKT008166,Unknown,41,Unknown,Login,Critical,Closed,34,Yes,Engineering,4.1,Chat,v2.0,Beta,Low,No,No,2024,2,5,1,2024,5,5,2
REC008167,CUST003167,SUB008167,Business,Premium,2023-09-24,2023-10-24,Quarterly,799,5,136.63,895.68,Paid,PayPal,No,3,Active,F0171,AI Assistant,Invoice,AI,Unknown,2024-02-06,236,8,673,673.0,94.4,Power User,100,Failed,2,Mobile,USA,TKT008167,Unknown,33,Unknown,Login,High,Pending,80,Yes,Billing,4.5,Chat,v3.0,LTS,Low,No,No,2023,9,24,3,2023,10,24,4
REC008168,CUST003168,SUB008168,Business,Premium,2024-03-06,2024-06-04,Annual,799,5,136.63,895.68,Paid,PayPal,No,5,Active,F0111,Integrations,API,AI,Unknown,2024-05-06,152,17,439,54.9,60.8,Power User,84,Success,0,Mobile,UK,TKT008168,Unknown,107,Unknown,Login,Medium,Pending,91,No,Customer Success,5.0,Phone,v2.1,Stable,Low,Yes,Yes,2024,3,6,1,2024,6,4,2
REC008169,CUST003169,SUB008169,Business,Premium,2023-04-09,2023-07-08,Quarterly,799,5,136.63,895.68,Pending,PayPal,No,4,Active,F0021,Automation,Forecasting,Core,Unknown,2023-06-23,82,15,227,75.7,32.8,Adopted,34,Failed,7,Tablet,Germany,TKT008169,Unknown,137,Unknown,Login,Critical,Closed,17,No,Billing,2.6,Chat,v2.0,Stable,High,No,Yes,2023,4,9,2,2023,7,8,3
REC008170,CUST003170,SUB008170,Business,Premium,2023-09-10,2024-09-09,Annual,799,20,115.06,754.26,Paid,Card,Yes,1,Active,F0248,AI Assistant,Invoice,AI,Unknown,2023-09-25,104,23,276,34.5,41.6,Adopted,51,Success,1,Mobile,USA,TKT008170,Unknown,109,Unknown,Login,Medium,Pending,60,Yes,Customer Success,4.7,Portal,v2.2,Beta,Low,Yes,Yes,2023,9,10,3,2024,9,9,3
REC008171,CUST003171,SUB008171,Business,Premium,2023-08-04,2024-08-03,Annual,799,10,129.44,848.54,Failed,PayPal,Yes,2,Active,F0244,AI Assistant,Dashboard,AI,Unknown,2023-08-08,7,16,14,5.0,2.8,New,16,Failed,4,Mobile,Germany,TKT008171,Unknown,27,Unknown,Login,Critical,Resolved,46,No,Support,4.1,Chat,v3.0,Stable,Low,Yes,No,2023,8,4,3,2024,8,3,3
REC008172,CUST003172,SUB008172,Business,Premium,2024-04-12,2024-05-12,Annual,799,20,115.06,754.26,Paid,PayPal,Yes,0,Active,F0076,CRM,API,Premium,Unknown,2024-08-10,156,20,428,428.0,62.4,Power User,74,Success,2,Mobile,India,TKT008172,Unknown,53,Unknown,Feature Request,Critical,Open,30,Yes,Customer Success,4.7,Chat,v3.0,LTS,Low,No,Yes,2024,4,12,2,2024,5,12,2
REC008173,CUST003173,SUB008173,Business,Premium,2024-03-15,2025-03-15,Quarterly,799,15,122.25,801.4,Paid,Card,No,2,Active,F0055,Reporting,Reports,Core,Unknown,2024-09-09,137,30,376,47.0,54.8,Power User,90,Failed,0,Tablet,Germany,TKT008173,Unknown,107,Unknown,Technical,Medium,Pending,79,Yes,Customer Success,4.8,Phone,v2.2,LTS,Low,No,Yes,2024,3,15,1,2025,3,15,1
REC008174,CUST003174,SUB008174,Business,Premium,2024-02-28,2025-02-27,Annual,799,5,136.63,895.68,Paid,UPI,No,3,Active,F0175,Security,Dashboard,Core,Unknown,2024-05-15,58,11,153,76.5,23.2,Adopted,60,Failed,4,Mobile,USA,TKT008174,Unknown,172,Unknown,Billing,Critical,Open,82,No,Billing,3.4,Phone,v2.2,LTS,Medium,Yes,Yes,2024,2,28,1,2025,2,27,1
REC008175,CUST003175,SUB008175,Business,Premium,2023-07-14,2023-10-12,Quarterly,799,10,129.44,848.54,Paid,UPI,No,2,Active,F0115,Reporting,Reports,Core,Unknown,2023-07-17,180,27,498,498.0,72.0,Power User,99,Failed,2,Mobile,Germany,TKT008175,Unknown,18,Unknown,Integration,Critical,Pending,51,No,Customer Success,4.5,Chat,v2.2,Beta,Low,No,Yes,2023,7,14,3,2023,10,12,4
REC008176,CUST003176,SUB008176,Enterprise,Premium,2023-02-20,2023-03-22,Annual,2499,10,404.84,2653.94,Paid,Card,No,2,Active,F0098,Automation,API,Premium,Unknown,2023-08-05,49,21,165,165.0,19.6,Adopted,44,Success,7,Tablet,Germany,TKT008176,Unknown,95,Unknown,Login,Low,Closed,29,Yes,Billing,3.3,Email,v2.0,LTS,Medium,No,Yes,2023,2,20,1,2023,3,22,1
REC008177,CUST003177,SUB008177,Enterprise,Premium,2023-03-13,2024-03-12,Annual,2499,5,427.33,2801.38,Paid,UPI,Yes,7,Active,F0131,Security,Workflow,AI,Unknown,2023-09-03,90,16,258,64.5,36.0,Adopted,23,Success,4,Desktop,Singapore,TKT008177,Unknown,32,Unknown,Integration,Medium,Closed,27,Yes,Billing,3.3,Chat,v2.2,LTS,Medium,No,No,2023,3,13,1,2024,3,12,1
REC008178,CUST003178,SUB008178,Enterprise,Premium,2023-10-28,2024-01-26,Monthly,2499,0,449.82,2948.82,Paid,PayPal,No,1,Active,F0131,CRM,SSO,AI,Unknown,2024-03-24,63,9,175,58.3,25.2,Adopted,26,Failed,4,Desktop,India,TKT008178,Unknown,123,Unknown,Login,Medium,Closed,7,No,Billing,3.9,Portal,v2.2,Stable,Medium,Yes,Yes,2023,10,28,4,2024,1,26,1
REC008179,CUST003179,SUB008179,Enterprise,Premium,2023-03-31,2023-04-30,Monthly,2499,20,359.86,2359.06,Paid,Card,No,2,Active,F0176,CRM,API,Premium,Unknown,2023-05-27,135,19,382,63.7,54.0,Power User,60,Failed,2,Mobile,India,TKT008179,Unknown,108,Unknown,Technical,Low,Open,14,Yes,Customer Success,4.6,Phone,v3.0,LTS,Low,No,No,2023,3,31,1,2023,4,30,2
REC008180,CUST003180,SUB008180,Enterprise,Premium,2024-02-01,2024-03-02,Annual,2499,20,359.86,2359.06,Paid,UPI,No,2,Active,F0019,Security,Copilot,AI,Unknown,2024-07-06,109,20,353,88.2,43.6,Adopted,60,Success,3,Desktop,UK,TKT008180,Unknown,86,Unknown,Feature Request,Low,Open,91,Yes,Billing,4.5,Portal,v2.2,Beta,Low,Yes,No,2024,2,1,1,2024,3,2,1
REC008181,CUST003181,SUB008181,Enterprise,Premium,2024-04-30,2024-05-30,Quarterly,2499,0,449.82,2948.82,Paid,Bank Transfer,No,0,Active,F0181,AI Assistant,Forecasting,Premium,Unknown,2024-08-24,191,8,564,282.0,76.4,Power User,100,Success,1,Mobile,UK,TKT008181,Unknown,151,Unknown,Login,Low,Closed,29,No,Customer Success,4.8,Email,v2.2,Beta,Low,No,No,2024,4,30,2,2024,5,30,2
REC008182,CUST003182,SUB008182,Enterprise,Premium,2024-03-07,2024-04-06,Monthly,2499,5,427.33,2801.38,Paid,UPI,No,6,Active,F0008,AI Assistant,SSO,AI,Unknown,2024-04-07,180,13,508,63.5,72.0,Power User,92,Failed,7,Mobile,UK,TKT008182,Unknown,134,Unknown,Login,Critical,Open,69,Yes,Customer Success,2.7,Chat,v2.2,Stable,High,Yes,Yes,2024,3,7,1,2024,4,6,2
REC008183,CUST003183,SUB008183,Enterprise,Premium,2023-04-05,2023-05-05,Quarterly,2499,20,359.86,2359.06,Paid,Bank Transfer,No,6,Active,F0228,AI Assistant,API,Core,Unknown,2023-07-02,32,14,89,17.8,12.8,New,25,Success,2,Mobile,USA,TKT008183,Unknown,110,Unknown,Technical,Medium,Open,70,Yes,Support,4.1,Portal,v2.2,Stable,Low,Yes,Yes,2023,4,5,2,2023,5,5,2
REC008184,CUST003184,SUB008184,Enterprise,Premium,2023-10-20,2024-01-18,Monthly,2499,15,382.35,2506.5,Paid,Bank Transfer,No,6,Active,F0181,Integrations,API,AI,Unknown,2023-10-26,103,16,275,68.8,41.2,Adopted,44,Failed,5,Mobile,UK,TKT008184,Unknown,9,Unknown,Integration,Low,Pending,57,No,Customer Success,3.9,Portal,v3.0,Beta,Medium,No,No,2023,10,20,4,2024,1,18,1
REC008185,CUST003185,SUB008185,Enterprise,Premium,2023-11-28,2024-11-27,Annual,2499,5,427.33,2801.38,Paid,UPI,Yes,7,Active,F0229,CRM,SSO,Core,Unknown,2024-05-05,140,16,375,46.9,56.0,Power User,49,Failed,0,Mobile,Singapore,TKT008185,Unknown,30,Unknown,Technical,High,Closed,15,Yes,Billing,5.0,Phone,v2.2,LTS,Low,Yes,Yes,2023,11,28,4,2024,11,27,4
REC008186,CUST003186,SUB008186,Enterprise,Premium,2023-06-10,2023-09-08,Annual,2499,0,449.82,2948.82,Paid,UPI,No,6,Active,F0053,CRM,Dashboard,Core,Unknown,2023-09-17,151,16,395,56.4,60.4,Power User,78,Success,2,Tablet,Germany,TKT008186,Unknown,87,Unknown,Integration,Low,Resolved,56,No,Support,4.0,Chat,v2.0,LTS,Low,Yes,No,2023,6,10,2,2023,9,8,3
REC008187,CUST003187,SUB008187,Enterprise,Premium,2023-11-10,2024-11-09,Monthly,2499,20,359.86,2359.06,Paid,PayPal,No,6,Active,F0240,CRM,SSO,Premium,Unknown,2023-11-23,122,22,358,179.0,48.8,Power User,49,Success,1,Tablet,India,TKT008187,Unknown,16,Unknown,Feature Request,Critical,Resolved,6,Yes,Customer Success,4.9,Email,v3.0,LTS,Low,Yes,Yes,2023,11,10,4,2024,11,9,4
REC008188,CUST003188,SUB008188,Enterprise,Premium,2023-01-02,2023-04-02,Quarterly,2499,20,359.86,2359.06,Paid,Card,No,5,Active,F0159,Billing,Invoice,AI,Unknown,2023-02-15,15,12,32,6.4,6.0,New,15,Failed,6,Mobile,Singapore,TKT008188,Unknown,13,Unknown,Technical,Critical,Closed,35,No,Customer Success,3.4,Portal,v2.0,LTS,Medium,No,No,2023,1,2,1,2023,4,2,2
REC008189,CUST003189,SUB008189,Enterprise,Premium,2023-05-23,2024-05-22,Annual,2499,5,427.33,2801.38,Paid,Bank Transfer,No,5,Active,F0158,AI Assistant,Copilot,Premium,Unknown,2023-06-23,46,21,140,28.0,18.4,Adopted,16,Success,6,Mobile,UK,TKT008189,Unknown,149,Unknown,Billing,High,Closed,53,No,Engineering,3.5,Chat,v2.1,LTS,Medium,No,No,2023,5,23,2,2024,5,22,2
