record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user
REC011032,CUST001032,SUB011032,Growth,Standard,2023-10-30,2023-11-29,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,4,Active,F0162,Security,Workflow,AI,API,2024-02-10,192,17,526,65.8,76.8,Power User,100,Failed,0,Desktop,Singapore,TKT011032,2024-05-27 00:00:00,56,2024-05-29 02:00:00,Integration,High,Pending,50,Yes,Support,5,Email,v2.2,Beta,Low,Yes,Yes
REC011033,CUST001033,SUB011033,Growth,Standard,2024-03-19,2025-03-19,Annual,299,0,53.82,352.82,Paid,PayPal,Yes,3,Active,F0224,Billing,Copilot,Premium,Forecasting,2024-09-29,80,16,264,44,32,Adopted,42,Failed,6,Desktop,Singapore,TKT011033,2024-04-28 00:00:00,94,2024-04-28 18:00:00,Technical,Critical,Open,18,Yes,Customer Success,3.1,Chat,v3.0,Stable,Medium,Yes,No
REC011034,CUST001034,SUB011034,Growth,Standard,2024-05-13,2024-08-11,Monthly,299,15,45.75,299.9,Paid,Card,Yes,8,Active,F0171,Analytics,Dashboard,Core,API,2024-08-10,136,15,352,117.3,54.4,Power User,45,Success,0,Mobile,India,TKT011034,2024-06-17 00:00:00,160,2024-06-18 01:00:00,Billing,Medium,Resolved,25,No,Engineering,5,Chat,v2.0,LTS,Low,No,No
REC011035,CUST001035,SUB011035,Growth,Standard,2023-12-20,2024-03-19,Monthly,299,10,48.44,317.54,Paid,PayPal,Yes,5,Active,F0016,Reporting,Copilot,AI,Forecasting,2024-02-23,14,18,51,12.8,5.6,New,15,Failed,3,Mobile,Germany,TKT011035,2024-04-30 00:00:00,127,2024-04-30 22:00:00,Feature Request,High,Open,22,Yes,Support,4.2,Portal,v3.0,Stable,Low,Yes,Yes
REC011036,CUST001036,SUB011036,Growth,Standard,2024-02-15,2024-05-15,Quarterly,299,20,43.06,282.26,Paid,PayPal,Yes,7,Active,F0095,Billing,SSO,Core,Workflow,2024-08-25,87,20,243,34.7,34.8,Adopted,56,Failed,0,Desktop,India,TKT011036,2024-03-11 00:00:00,170,2024-03-11 08:00:00,Billing,Critical,Open,8,Yes,Billing,5,Chat,v3.0,LTS,Low,Yes,Yes
REC011037,CUST001037,SUB011037,Growth,Standard,2023-05-26,2023-08-24,Quarterly,299,10,48.44,317.54,Paid,UPI,Yes,3,Active,F0152,Security,Dashboard,Premium,SSO,2023-07-12,136,16,406,135.3,54.4,Power User,74,Success,2,Mobile,USA,TKT011037,2023-10-03 00:00:00,99,2023-10-03 13:00:00,Feature Request,Low,Closed,13,Yes,Billing,4.4,Chat,v3.0,LTS,Low,Yes,Yes
REC011038,CUST001038,SUB011038,Growth,Standard,2023-05-13,2023-08-11,Monthly,299,0,53.82,352.82,Paid,UPI,No,0,Active,F0087,AI Assistant,Reports,Premium,Reports,2023-10-03,5,21,43,43,2,New,15,Failed,6,Desktop,USA,TKT011038,2024-02-16 00:00:00,33,2024-02-19 02:00:00,Integration,High,Open,74,No,Engineering,3.4,Email,v2.1,Beta,Medium,No,No
REC011039,CUST001039,SUB011039,Growth,Standard,2024-03-07,2024-06-05,Quarterly,299,15,45.75,299.9,Paid,Bank Transfer,No,4,Active,F0136,Analytics,API,AI,API,2024-05-24,70,22,161,161,28,Adopted,43,Failed,4,Mobile,Singapore,TKT011039,2024-11-27 00:00:00,48,2024-11-30 08:00:00,Integration,High,Pending,80,No,Billing,3.4,Phone,v2.2,Beta,Medium,No,Yes
REC011040,CUST001040,SUB011040,Growth,Standard,2024-01-21,2025-01-20,Quarterly,299,15,45.75,299.9,Paid,Bank Transfer,Yes,6,Active,F0092,Integrations,SSO,Premium,Workflow,2024-04-13,118,11,343,171.5,47.2,Adopted,62,Failed,2,Mobile,UK,TKT011040,2024-03-04 00:00:00,42,2024-03-07 16:00:00,Billing,Medium,Pending,88,Yes,Support,4.3,Phone,v2.1,LTS,Low,No,No
REC011041,CUST001041,SUB011041,Growth,Standard,2024-02-23,2024-05-23,Quarterly,299,10,48.44,317.54,Paid,Card,No,4,Active,F0114,Billing,Workflow,Premium,Invoice,2024-03-14,234,23,661,330.5,93.6,Power User,100,Failed,0,Mobile,Singapore,TKT011041,2024-05-18 00:00:00,166,2024-05-19 16:00:00,Integration,Critical,Resolved,40,No,Billing,5,Phone,v3.0,Beta,Low,Yes,No
REC011042,CUST001042,SUB011042,Growth,Standard,2023-06-18,2023-07-18,Monthly,299,15,45.75,299.9,Paid,UPI,No,2,Active,F0058,CRM,Forecasting,AI,Reports,2023-08-17,63,16,182,182,25.2,Adopted,25,Success,0,Mobile,Germany,TKT011042,2024-04-08 00:00:00,152,2024-04-10 09:00:00,Login,Medium,Open,57,No,Support,4.9,Portal,v2.2,Stable,Low,No,No
REC011043,CUST001043,SUB011043,Growth,Standard,2024-04-04,2024-05-04,Monthly,299,0,53.82,352.82,Paid,Card,Yes,5,Active,F0048,CRM,SSO,Core,SSO,2024-09-04,141,14,407,81.4,56.4,Power User,62,Success,5,Mobile,USA,TKT011043,2025-01-17 00:00:00,169,2025-01-17 23:00:00,Login,Low,Pending,23,Yes,Engineering,3.8,Phone,v2.0,Beta,Medium,No,No
REC011044,CUST001044,SUB011044,Growth,Standard,2023-11-14,2024-02-12,Annual,299,20,43.06,282.26,Paid,Bank Transfer,No,7,Active,F0158,Automation,Reports,Core,Forecasting,2024-03-02,18,14,94,18.8,7.2,New,15,Success,4,Tablet,UK,TKT011044,2024-03-01 00:00:00,21,2024-03-01 17:00:00,Billing,High,Pending,17,No,Support,3.7,Phone,v3.0,Stable,Medium,Yes,No
REC011045,CUST001045,SUB011045,Growth,Standard,2023-10-13,2024-10-12,Annual,299,0,53.82,352.82,Paid,PayPal,Yes,4,Active,F0039,Billing,Forecasting,AI,API,2024-01-23,169,16,465,465,67.6,Power User,83,Success,1,Mobile,UK,TKT011045,2024-05-25 00:00:00,179,2024-05-28 05:00:00,Integration,Critical,Closed,77,Yes,Billing,5,Portal,v2.2,Beta,Low,Yes,No
REC011046,CUST001046,SUB011046,Growth,Standard,2024-03-06,2024-04-05,Quarterly,299,20,43.06,282.26,Paid,PayPal,Yes,5,Active,F0038,Security,Workflow,Core,Workflow,2024-05-04,212,19,625,125,84.8,Power User,97,Failed,1,Desktop,India,TKT011046,2024-08-27 00:00:00,54,2024-08-30 16:00:00,Billing,Medium,Closed,88,No,Support,4.8,Chat,v2.1,Beta,Low,No,No
REC011047,CUST001047,SUB011047,Growth,Standard,2023-01-15,2024-01-15,Monthly,299,10,48.44,317.54,Paid,Card,No,1,Active,F0060,Reporting,Copilot,AI,Reports,2023-06-23,124,21,332,47.4,49.6,Power User,71,Failed,0,Desktop,Germany,TKT011047,2023-06-13 00:00:00,32,2023-06-16 07:00:00,Technical,Medium,Resolved,79,Yes,Engineering,4.6,Email,v2.1,Stable,Low,No,No
REC011048,CUST001048,SUB011048,Growth,Standard,2023-10-03,2023-11-02,Annual,299,10,48.44,317.54,Paid,PayPal,No,0,Active,F0025,Integrations,API,Core,Copilot,2023-10-20,126,25,354,88.5,50.4,Power User,78,Failed,2,Desktop,India,TKT011048,2024-02-12 00:00:00,53,2024-02-15 22:00:00,Feature Request,High,Resolved,94,No,Billing,4.8,Email,v2.2,Stable,Low,No,No
REC011049,CUST001049,SUB011049,Growth,Standard,2024-02-19,2024-03-20,Quarterly,299,10,48.44,317.54,Paid,Card,No,1,Active,F0095,AI Assistant,Reports,Core,API,2024-08-11,74,12,196,32.7,29.6,Adopted,32,Success,6,Mobile,India,TKT011049,2024-12-10 00:00:00,122,2024-12-13 22:00:00,Technical,High,Pending,94,Yes,Billing,3.4,Chat,v2.0,Stable,Medium,No,No
REC011050,CUST001050,SUB011050,Growth,Standard,2024-02-12,2024-03-13,Annual,299,5,51.13,335.18,Paid,UPI,Yes,6,Active,F0135,Automation,Dashboard,Core,API,2024-06-29,16,23,21,5,6.4,New,15,Success,3,Desktop,Germany,TKT011050,2024-05-14 00:00:00,113,2024-05-16 02:00:00,Billing,Critical,Pending,50,No,Support,4.5,Email,v2.2,Beta,Low,Yes,Yes
REC011051,CUST001051,SUB011051,Business,Premium,2023-06-01,2024-05-31,Quarterly,799,15,122.25,801.4,Paid,UPI,No,2,Active,F0229,Analytics,Forecasting,AI,Dashboard,2023-09-27,196,11,549,91.5,78.4,Power User,94,Success,2,Tablet,Singapore,TKT011051,2023-08-13 00:00:00,85,2023-08-15 06:00:00,Billing,High,Closed,54,Yes,Engineering,4.2,Portal,v2.1,Beta,Low,No,No
REC011052,CUST001052,SUB011052,Business,Premium,2024-04-29,2025-04-29,Quarterly,799,5,136.63,895.68,Paid,PayPal,No,0,Active,F0088,Analytics,Invoice,Premium,Copilot,2024-10-25,154,21,420,52.5,61.6,Power User,62,Success,0,Mobile,USA,TKT011052,2025-01-03 00:00:00,39,2025-01-03 08:00:00,Technical,Low,Open,8,No,Billing,4.7,Email,v2.0,LTS,Low,No,Yes
REC011053,CUST001053,SUB011053,Business,Premium,2023-07-08,2023-10-06,Quarterly,799,5,136.63,895.68,Paid,Bank Transfer,Yes,6,Active,F0186,Reporting,SSO,Core,Workflow,2023-12-05,169,14,457,76.2,67.6,Power User,94,Failed,0,Tablet,USA,TKT011053,2023-07-15 00:00:00,118,2023-07-15 19:00:00,Integration,Low,Open,19,No,Support,4.8,Phone,v3.0,Beta,Low,No,No
REC011054,CUST001054,SUB011054,Business,Premium,2023-04-12,2023-07-11,Monthly,799,5,136.63,895.68,Paid,PayPal,No,3,Active,F0029,CRM,Invoice,AI,Dashboard,2023-05-16,225,15,662,165.5,90,Power User,99,Failed,3,Desktop,Germany,TKT011054,2023-09-02 00:00:00,23,2023-09-02 19:00:00,Integration,Low,Open,19,Yes,Customer Success,4,Portal,v2.1,Stable,Low,Yes,Yes
REC011055,CUST001055,SUB011055,Business,Premium,2023-03-21,2023-06-19,Monthly,799,15,122.25,801.4,Paid,Bank Transfer,No,1,Active,F0161,Reporting,Workflow,Premium,API,2023-10-01,151,14,429,85.8,60.4,Power User,86,Success,3,Tablet,USA,TKT011055,2023-11-04 00:00:00,92,2023-11-05 23:00:00,Technical,High,Resolved,47,No,Support,4.2,Email,v2.0,LTS,Low,No,No
REC011056,CUST001056,SUB011056,Business,Premium,2024-04-16,2024-07-15,Quarterly,799,20,115.06,754.26,Paid,PayPal,Yes,3,Active,F0117,AI Assistant,Forecasting,Premium,Copilot,2024-08-01,80,13,218,36.3,32,Adopted,43,Failed,5,Mobile,Germany,TKT011056,2024-12-14 00:00:00,103,2024-12-14 08:00:00,Integration,Medium,Open,8,No,Customer Success,3.4,Email,v2.1,LTS,Medium,Yes,No
REC011057,CUST001057,SUB011057,Business,Premium,2024-02-10,2024-05-10,Annual,799,5,136.63,895.68,Paid,Card,No,3,Active,F0175,Analytics,Dashboard,Premium,SSO,2024-02-25,35,9,93,15.5,14,New,15,Success,6,Tablet,Singapore,TKT011057,2024-06-18 00:00:00,24,2024-06-19 15:00:00,Billing,Critical,Closed,39,No,Billing,3,Phone,v2.0,Stable,Medium,Yes,No
REC011058,CUST001058,SUB011058,Business,Premium,2023-10-06,2023-11-05,Quarterly,799,20,115.06,754.26,Paid,Card,No,0,Active,F0187,Automation,SSO,Premium,Workflow,2023-10-09,91,20,264,132,36.4,Adopted,36,Success,6,Tablet,Germany,TKT011058,2024-04-15 00:00:00,95,2024-04-18 10:00:00,Billing,Medium,Pending,82,No,Engineering,3.2,Portal,v2.2,Beta,Medium,No,Yes
REC011059,CUST001059,SUB011059,Business,Premium,2023-10-05,2024-10-04,Annual,799,20,115.06,754.26,Paid,Card,Yes,3,Active,F0003,AI Assistant,Reports,Core,API,2023-12-10,135,13,416,138.7,54,Power User,64,Success,0,Tablet,USA,TKT011059,2024-07-03 00:00:00,22,2024-07-04 23:00:00,Integration,Low,Open,47,No,Billing,4.6,Email,v2.1,LTS,Low,No,Yes
REC011060,CUST001060,SUB011060,Business,Premium,2024-03-20,2024-06-18,Annual,799,15,122.25,801.4,Paid,Bank Transfer,No,7,Active,F0039,Billing,Invoice,Core,Invoice,2024-07-08,113,15,285,57,45.2,Adopted,53,Failed,4,Desktop,UK,TKT011060,2024-10-31 00:00:00,87,2024-11-02 09:00:00,Technical,Low,Resolved,57,No,Support,4.3,Phone,v3.0,Beta,Low,No,No
REC011061,CUST001061,SUB011061,Business,Premium,2023-01-01,2023-04-01,Quarterly,799,20,115.06,754.26,Paid,PayPal,Yes,0,Active,F0178,Automation,Reports,AI,Forecasting,2023-03-11,247,17,718,89.8,98.8,Power User,100,Failed,1,Desktop,USA,TKT011061,2023-08-29 00:00:00,106,2023-08-29 10:00:00,Integration,Low,Resolved,10,No,Customer Success,4.6,Chat,v2.2,Stable,Low,Yes,Yes
REC011062,CUST001062,SUB011062,Business,Premium,2023-09-04,2024-09-03,Monthly,799,10,129.44,848.54,Paid,Card,Yes,3,Active,F0181,Analytics,Copilot,Premium,Copilot,2023-10-16,43,24,114,57,17.2,Adopted,15,Failed,1,Desktop,Germany,TKT011062,2023-10-29 00:00:00,133,2023-11-01 17:00:00,Billing,Low,Resolved,89,Yes,Customer Success,5,Chat,v2.2,Beta,Low,No,No
REC011063,CUST001063,SUB011063,Business,Premium,2024-03-28,2024-04-27,Monthly,799,20,115.06,754.26,Paid,PayPal,Yes,0,Active,F0018,Security,SSO,Premium,SSO,2024-08-09,172,17,484,80.7,68.8,Power User,84,Failed,2,Tablet,India,TKT011063,2024-11-04 00:00:00,51,2024-11-07 16:00:00,Billing,Critical,Resolved,88,No,Customer Success,4.4,Phone,v3.0,Stable,Low,No,No
REC011064,CUST001064,SUB011064,Business,Premium,2024-04-26,2024-07-25,Annual,799,20,115.06,754.26,Paid,UPI,No,4,Active,F0143,Reporting,Copilot,Premium,Invoice,2024-09-07,22,26,48,8,8.8,New,15,Failed,5,Desktop,India,TKT011064,2024-07-01 00:00:00,76,2024-07-02 18:00:00,Feature Request,Critical,Open,42,Yes,Billing,3.8,Phone,v3.0,Beta,Medium,Yes,No
REC011065,CUST001065,SUB011065,Business,Premium,2023-06-09,2024-06-08,Annual,799,15,122.25,801.4,Paid,Card,Yes,0,Active,F0112,Automation,Forecasting,AI,Workflow,2023-09-01,86,20,246,41,34.4,Adopted,49,Failed,3,Tablet,UK,TKT011065,2023-08-22 00:00:00,149,2023-08-24 00:00:00,Login,Medium,Open,48,Yes,Engineering,4.1,Portal,v2.2,Stable,Low,Yes,No
REC011066,CUST001066,SUB011066,Business,Premium,2023-02-19,2023-03-21,Annual,799,20,115.06,754.26,Paid,PayPal,No,0,Active,F0134,AI Assistant,Workflow,Core,SSO,2023-08-24,177,18,510,127.5,70.8,Power User,94,Failed,2,Tablet,Singapore,TKT011066,2023-09-11 00:00:00,138,2023-09-13 16:00:00,Billing,Medium,Pending,64,No,Billing,4.4,Phone,v2.2,Stable,Low,No,No
REC011067,CUST001067,SUB011067,Business,Premium,2024-04-09,2024-07-08,Quarterly,799,15,122.25,801.4,Paid,Bank Transfer,Yes,6,Active,F0214,Security,Forecasting,Core,Invoice,2024-06-07,104,13,304,76,41.6,Adopted,37,Success,4,Tablet,UK,TKT011067,2024-10-25 00:00:00,108,2024-10-27 07:00:00,Billing,Medium,Closed,55,No,Support,3.7,Phone,v2.2,LTS,Medium,No,Yes
REC011068,CUST001068,SUB011068,Business,Premium,2023-01-20,2023-04-20,Annual,799,5,136.63,895.68,Paid,Card,Yes,4,Active,F0099,Automation,Reports,Premium,Copilot,2023-05-02,160,24,446,55.8,64,Power User,76,Failed,2,Tablet,UK,TKT011068,2023-04-02 00:00:00,121,2023-04-05 17:00:00,Technical,Critical,Closed,89,No,Billing,4.9,Portal,v2.2,Stable,Low,Yes,Yes
REC011069,CUST001069,SUB011069,Business,Premium,2023-09-04,2023-12-03,Quarterly,799,10,129.44,848.54,Paid,PayPal,Yes,2,Active,F0212,Automation,Reports,AI,Copilot,2023-10-26,55,14,166,20.8,22,Adopted,34,Failed,4,Desktop,India,TKT011069,2023-10-16 00:00:00,178,2023-10-16 23:00:00,Integration,Critical,Closed,23,No,Support,3.6,Email,v2.2,Beta,Medium,Yes,No
REC011070,CUST001070,SUB011070,Business,Premium,2024-03-03,2024-04-02,Quarterly,799,20,115.06,754.26,Paid,PayPal,Yes,4,Active,F0160,CRM,Workflow,Premium,Invoice,2024-07-11,63,21,210,210,25.2,Adopted,41,Failed,3,Desktop,Germany,TKT011070,2024-11-10 00:00:00,126,2024-11-10 18:00:00,Login,Low,Resolved,18,Yes,Support,3.8,Portal,v2.2,Stable,Medium,Yes,No
REC011071,CUST001071,SUB011071,Business,Premium,2024-02-28,2025-02-27,Monthly,799,0,143.82,942.82,Paid,Card,Yes,3,Active,F0193,CRM,Forecasting,AI,Copilot,2024-06-14,38,3,141,35.2,15.2,New,30,Success,4,Tablet,USA,TKT011071,2024-04-01 00:00:00,33,2024-04-01 16:00:00,Login,Medium,Open,16,Yes,Engineering,3.9,Phone,v2.1,Beta,Medium,Yes,No
REC011072,CUST001072,SUB011072,Business,Premium,2023-01-08,2024-01-08,Quarterly,799,0,143.82,942.82,Paid,Bank Transfer,Yes,2,Active,F0168,Analytics,Workflow,AI,Forecasting,2023-05-27,164,19,458,114.5,65.6,Power User,73,Failed,6,Desktop,Germany,TKT011072,2023-06-16 00:00:00,89,2023-06-16 09:00:00,Login,Critical,Resolved,9,Yes,Support,2.9,Email,v2.1,LTS,High,No,Yes
REC011073,CUST001073,SUB011073,Business,Premium,2023-05-02,2023-06-01,Annual,799,0,143.82,942.82,Paid,UPI,Yes,0,Active,F0150,Automation,Dashboard,Premium,Reports,2023-11-09,198,23,540,270,79.2,Power User,100,Failed,0,Mobile,UK,TKT011073,2023-09-01 00:00:00,162,2023-09-02 00:00:00,Integration,Low,Resolved,24,Yes,Customer Success,4.6,Chat,v2.2,Stable,Low,Yes,No
REC011074,CUST001074,SUB011074,Business,Premium,2024-01-04,2025-01-03,Quarterly,799,15,122.25,801.4,Paid,Bank Transfer,Yes,2,Active,F0058,Analytics,Copilot,Premium,Reports,2024-02-23,144,11,407,81.4,57.6,Power User,58,Success,0,Mobile,India,TKT011074,2024-05-30 00:00:00,149,2024-06-02 18:00:00,Billing,Medium,Open,90,Yes,Support,5,Chat,v2.1,Beta,Low,Yes,Yes
REC011075,CUST001075,SUB011075,Business,Premium,2023-11-29,2024-02-27,Annual,799,15,122.25,801.4,Paid,PayPal,No,2,Active,F0097,CRM,Workflow,Core,SSO,2023-12-01,14,13,52,7.4,5.6,New,15,Failed,3,Mobile,Singapore,TKT011075,2024-05-11 00:00:00,22,2024-05-12 10:00:00,Technical,Low,Pending,34,No,Engineering,4.3,Phone,v2.1,Stable,Low,No,Yes
REC011076,CUST001076,SUB011076,Enterprise,Premium,2023-02-17,2023-03-19,Monthly,2499,10,404.84,2653.94,Paid,UPI,No,3,Active,F0068,Security,Forecasting,Core,Reports,2023-09-05,110,7,336,84,44,Adopted,60,Failed,2,Mobile,India,TKT011076,2023-08-29 00:00:00,68,2023-08-29 18:00:00,Login,Medium,Pending,18,No,Billing,4.1,Chat,v2.2,Beta,Low,Yes,Yes
REC011077,CUST001077,SUB011077,Enterprise,Premium,2023-02-05,2023-03-07,Annual,2499,10,404.84,2653.94,Paid,Card,No,1,Active,F0058,Analytics,Dashboard,AI,Forecasting,2023-03-19,169,27,459,229.5,67.6,Power User,65,Success,3,Mobile,UK,TKT011077,2023-10-14 00:00:00,80,2023-10-16 22:00:00,Feature Request,High,Open,70,No,Support,4,Portal,v2.1,LTS,Low,No,No
REC011078,CUST001078,SUB011078,Enterprise,Premium,2023-01-31,2024-01-31,Quarterly,2499,0,449.82,2948.82,Paid,UPI,No,3,Active,F0236,Reporting,API,Core,Dashboard,2023-04-14,113,14,336,42,45.2,Adopted,43,Success,3,Desktop,Germany,TKT011078,2023-04-05 00:00:00,97,2023-04-08 10:00:00,Billing,Low,Closed,82,Yes,Support,4.2,Phone,v2.0,Stable,Low,Yes,Yes
REC011079,CUST001079,SUB011079,Enterprise,Premium,2023-07-05,2023-10-03,Monthly,2499,5,427.33,2801.38,Paid,PayPal,Yes,5,Active,F0132,Billing,Dashboard,AI,SSO,2023-12-29,57,18,131,65.5,22.8,Adopted,15,Failed,1,Tablet,USA,TKT011079,2024-02-02 00:00:00,44,2024-02-03 14:00:00,Integration,Low,Resolved,38,Yes,Billing,4.5,Portal,v2.0,LTS,Low,Yes,Yes
REC011080,CUST001080,SUB011080,Enterprise,Premium,2023-08-31,2023-09-30,Quarterly,2499,0,449.82,2948.82,Paid,Card,Yes,4,Active,F0096,Billing,Forecasting,Premium,SSO,2023-11-13,72,17,193,193,28.8,Adopted,38,Success,4,Tablet,UK,TKT011080,2024-02-18 00:00:00,121,2024-02-18 04:00:00,Login,Critical,Pending,4,No,Billing,3.3,Chat,v2.1,Beta,Medium,No,Yes
REC011081,CUST001081,SUB011081,Enterprise,Premium,2023-02-14,2023-03-16,Quarterly,2499,5,427.33,2801.38,Paid,PayPal,No,1,Active,F0183,CRM,Reports,Premium,Invoice,2023-03-28,130,12,395,79,52,Power User,70,Success,1,Desktop,USA,TKT011081,2023-05-10 00:00:00,116,2023-05-12 05:00:00,Integration,Low,Closed,53,Yes,Engineering,4.7,Chat,v2.2,Stable,Low,Yes,No
REC011082,CUST001082,SUB011082,Enterprise,Premium,2023-03-22,2023-06-20,Annual,2499,20,359.86,2359.06,Paid,Card,No,1,Active,F0079,Billing,API,AI,SSO,2023-05-10,125,22,387,77.4,50,Power User,82,Failed,3,Tablet,UK,TKT011082,2023-11-27 00:00:00,34,2023-11-29 09:00:00,Technical,High,Open,57,No,Customer Success,4.5,Chat,v2.1,LTS,Low,Yes,Yes
REC011083,CUST001083,SUB011083,Enterprise,Premium,2023-06-29,2023-07-29,Annual,2499,5,427.33,2801.38,Paid,Card,Yes,1,Active,F0226,AI Assistant,SSO,Premium,API,2023-10-22,233,6,645,129,93.2,Power User,100,Success,0,Tablet,Singapore,TKT011083,2023-12-07 00:00:00,71,2023-12-09 00:00:00,Billing,Critical,Resolved,48,Yes,Engineering,5,Portal,v2.1,Stable,Low,No,Yes
REC011084,CUST001084,SUB011084,Enterprise,Premium,2023-07-06,2023-10-04,Monthly,2499,10,404.84,2653.94,Paid,UPI,Yes,4,Active,F0208,CRM,Forecasting,AI,Invoice,2023-09-25,162,20,437,145.7,64.8,Power User,86,Success,0,Tablet,USA,TKT011084,2023-12-26 00:00:00,96,2023-12-26 15:00:00,Login,High,Closed,15,Yes,Engineering,4.7,Chat,v2.2,Beta,Low,No,Yes
REC011085,CUST001085,SUB011085,Enterprise,Premium,2023-07-27,2023-08-26,Monthly,2499,10,404.84,2653.94,Paid,PayPal,Yes,4,Active,F0182,Reporting,Copilot,AI,Workflow,2023-07-30,78,22,218,72.7,31.2,Adopted,40,Success,5,Desktop,UK,TKT011085,2023-11-18 00:00:00,72,2023-11-18 04:00:00,Technical,Medium,Resolved,4,No,Support,3.2,Portal,v2.1,Stable,Medium,No,Yes
REC011086,CUST001086,SUB011086,Enterprise,Premium,2023-08-09,2023-09-08,Annual,2499,0,449.82,2948.82,Paid,Bank Transfer,No,1,Active,F0097,Billing,Dashboard,Premium,Forecasting,2023-10-07,193,30,515,171.7,77.2,Power User,80,Success,4,Desktop,UK,TKT011086,2023-09-06 00:00:00,58,2023-09-07 07:00:00,Billing,High,Closed,31,Yes,Billing,4.2,Chat,v2.2,Stable,Low,Yes,No
REC011087,CUST001087,SUB011087,Enterprise,Premium,2023-09-06,2023-12-05,Annual,2499,10,404.84,2653.94,Paid,Card,No,5,Active,F0136,Automation,Invoice,Premium,Workflow,2023-11-23,203,16,549,137.2,81.2,Power User,93,Failed,2,Mobile,UK,TKT011087,2024-02-25 00:00:00,130,2024-02-28 10:00:00,Technical,Low,Pending,82,Yes,Customer Success,4,Portal,v3.0,Stable,Low,Yes,No
REC011088,CUST001088,SUB011088,Enterprise,Premium,2024-02-20,2024-03-21,Monthly,2499,10,404.84,2653.94,Paid,Card,No,4,Active,F0237,Reporting,Invoice,Premium,API,2024-02-29,244,17,679,169.8,97.6,Power User,100,Success,1,Tablet,UK,TKT011088,2024-03-26 00:00:00,89,2024-03-27 18:00:00,Billing,Low,Resolved,42,No,Billing,4.9,Phone,v2.1,Beta,Low,Yes,No
REC011089,CUST001089,SUB011089,Enterprise,Premium,2023-03-29,2023-06-27,Quarterly,2499,0,449.82,2948.82,Paid,Bank Transfer,Yes,3,Active,F0157,Integrations,Forecasting,Core,Invoice,2023-09-18,209,11,563,281.5,83.6,Power User,100,Failed,1,Tablet,UK,TKT011089,2023-07-01 00:00:00,137,2023-07-03 17:00:00,Integration,Low,Open,65,Yes,Engineering,5,Email,v3.0,LTS,Low,Yes,No
REC011090,CUST001090,SUB011090,Enterprise,Premium,2023-09-26,2023-10-26,Monthly,2499,15,382.35,2506.5,Paid,Bank Transfer,No,4,Active,F0078,AI Assistant,SSO,Premium,Workflow,2023-09-26,154,12,432,108,61.6,Power User,60,Failed,4,Tablet,UK,TKT011090,2024-02-10 00:00:00,79,2024-02-14 00:00:00,Login,Low,Resolved,96,Yes,Engineering,3.8,Email,v2.0,LTS,Medium,Yes,No
REC011091,CUST001091,SUB011091,Starter,Standard,2023-08-12,2024-08-11,Quarterly,99,5,16.93,110.98,Paid,Bank Transfer,No,2,Active,F0175,Billing,Forecasting,AI,Workflow,2023-08-28,81,22,246,123,32.4,Adopted,44,Failed,5,Desktop,USA,TKT011091,2024-05-23 00:00:00,76,2024-05-23 12:00:00,Integration,High,Pending,12,No,Support,3.5,Phone,v2.0,Beta,Medium,No,No
REC011092,CUST001092,SUB011092,Starter,Standard,2023-02-04,2024-02-04,Annual,99,0,17.82,116.82,Paid,Bank Transfer,Yes,0,Active,F0184,Reporting,Dashboard,Premium,Invoice,2023-03-27,87,14,249,31.1,34.8,Adopted,50,Failed,4,Mobile,India,TKT011092,2023-02-24 00:00:00,47,2023-02-27 08:00:00,Billing,High,Pending,80,Yes,Billing,3.4,Portal,v2.0,Stable,Medium,Yes,Yes
REC011093,CUST001093,SUB011093,Starter,Standard,2023-03-19,2023-04-18,Annual,99,20,14.26,93.46,Paid,Bank Transfer,No,7,Active,F0059,AI Assistant,Copilot,AI,Forecasting,2023-09-30,90,15,233,33.3,36,Adopted,54,Failed,3,Tablet,India,TKT011093,2023-12-27 00:00:00,82,2023-12-30 03:00:00,Billing,Critical,Resolved,75,Yes,Customer Success,3.8,Portal,v2.1,Stable,Medium,Yes,Yes
REC011094,CUST001094,SUB011094,Starter,Standard,2023-09-19,2024-09-18,Annual,99,0,17.82,116.82,Paid,PayPal,Yes,6,Active,F0079,CRM,SSO,AI,Forecasting,2024-01-13,83,11,201,50.2,33.2,Adopted,45,Failed,3,Tablet,India,TKT011094,2024-05-22 00:00:00,89,2024-05-24 21:00:00,Technical,Critical,Open,69,Yes,Billing,3.8,Chat,v3.0,Beta,Medium,Yes,No
